Study.number,Study.code,Study.reference,Experiment.number,Study.short.name,Retrieved.from,Document.Type,On.money.priming.,Empirical.,Random.Assignment,Neutral.Comparison.,Eligible.,Why.not.,Able.to.compute.effect.size.,Included.,Notes,dep,prime,prime..extra.notes..,year.,jrnl,published,replication,Preregistered,Prime.Type..coder.1.,Prime.Type..coder.2.,Prime.Type..coder.agreement.,Prime.Type..final.code.,Setting..coder.1.,Setting..coder.2.,Setting..code.agreement.,Setting..final.code.,Behavioral.vs.non.behavioral..coder.1.,Behavioral.vs.non.behavioral..coder.2.,Behavioral.vs.non.behavioral..code.agreement.,Behavioral.vs..Non.behavioral,Problems.,Multiple.DV.,Interaction.,Notes..1,X2nd.factor,Simple.main.effect,Interaction.Identification..1.Largest.predicted.effect.,Notes.1,Contact.Author.,Information.to.seek,Aggregated.across.DVs.,d,var.of.d,g,var.of.g,Notes.,Notes.....1st.DV,Effect.size..D...Reported.,significance,n1,n2,N,m1.,m2,sd1,sd2,Direction.of.Effect,d.from.M.SD.n,Variance.of..d,g.from.M.SD.n,Variance.of.g,log.odds.ratio,percent1,percent2,Odds.ratio,A,B,C,D,variance.of.log.odds.ratio,Type.of.test.statistics,Value.of.test.statistics,converted.d,variance.of.d,converted.g,variance.of.g,Notes..2nd.effect.size,Effect.size..D...Reported..,Significance,n1.,n2.,N.,m1..1,m2.,sd1.,sd2.,Direction.of.Effect.1,d.from.M.SD.n.1,Variance.of..d.1,g.from.M.SD.n.1,Variance.of.g.1,log.odds.ratio.1,variance.of.log.odds.ratio.1,Type.of.test.statistics.1,Value.of.test.statistics.1,converted.d.1,variance.of.d.1,converted.g.1,variance.of.g.1,Notes..3rd.effect.size,Effect.size..D...Reported...1,Significance.1,n1..1,n2..1,N..1,m1..2,m2..1,sd1..1,sd2..1,Direction.of.Effect.2,d.from.M.SD.n.2,Variance.of..d.2,g.from.M.SD.n.2,Variance.of.g.2,Notes.2,Effect.size..D...Reported...2,Significance.2,n1..2,n2..2,N..2,m1..3,m2..2,sd1..2,sd2..2,Direction.of.Effect.3,d.from.M.SD.n.3,Variance.of..d.3,g.from.M.SD.n.3,Variance.of.g.3,keepformulas
505,505c,"Teng, F., Chen, Z., Poon, K. T., Zhang, D., & Jiang, Y. (2016). Money and relationships: When and why thinking about money leads people to approach others. Organizational Behavior and Human Decision Processes, 137, 58-70.",3,"Teng, F., Chen, Z., Poon, K. T., Zhang, D., & Jiang, Y. (2016), Study 3",PsycINFO,Journal,1,1,1,1,1,,1,1,,Approach intentions  ,Descrambling,,2017,Organizational Behavior and Human Decision Processes,1,0,0,2,2,1,2,1,1,1,1,2,2,1,2,0,0,1,,Competence,Competence = Low,0,,,,0,0.368046391472576,0.0447056281859938,0.364936140277033,0.0439532327296756,,,,1,46,45,91,6.91,6.43,1.18,1.42,1,0.368046391472576,0.0447056281859938,0.364936140277033,0.0439532327296756,,,,,0,46,0,45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
505,505d,"Teng, F., Chen, Z., Poon, K. T., Zhang, D., & Jiang, Y. (2016). Money and relationships: When and why thinking about money leads people to approach others. Organizational Behavior and Human Decision Processes, 137, 58-70.",4,"Teng, F., Chen, Z., Poon, K. T., Zhang, D., & Jiang, Y. (2016), Study 4",PsycINFO,Journal,1,1,1,1,1,,1,1,,Approach intentions  ,Pictures,,2017,Organizational Behavior and Human Decision Processes,1,0,0,1,1,1,1,1,1,1,1,2,2,1,2,0,0,1,,Instrumentality,Instrumentality = High,1,,,,0,0.54501870475734,0.0334558281795781,0.541661300005241,0.0330449109539411,,,,1,62,62,124,7.26,6.51,1.43,1.32,1,0.54501870475734,0.0334558281795781,0.541661300005241,0.0330449109539411,,,,,0,62,0,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
505,505d,"Teng, F., Chen, Z., Poon, K. T., Zhang, D., & Jiang, Y. (2016). Money and relationships: When and why thinking about money leads people to approach others. Organizational Behavior and Human Decision Processes, 137, 58-70.",4,"Teng, F., Chen, Z., Poon, K. T., Zhang, D., & Jiang, Y. (2016), Study 4",PsycINFO,Journal,1,1,1,1,1,,1,1,,Approach intentions  ,Pictures,,2017,Organizational Behavior and Human Decision Processes,1,0,0,1,1,1,1,1,1,1,1,2,2,1,2,0,0,1,,Instrumentality,Instrumentality = Low,0,,,,0,-0.192165610506022,0.0324069662171821,-0.190981838778059,0.0320089315136978,,,,1,62,62,124,5.51,5.81,1.62,1.5,-1,-0.192165610506022,0.0324069662171821,-0.190981838778059,0.0320089315136978,,,,,0,62,0,62,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
506,506a,"Trzcińska, A., & Sekścińska, K. (2016). The Effects of Activating the Money Concept on Perseverance and the Preference for Delayed Gratification in Children. Frontiers in psychology, 7, 609.",1,"Trzcińska, A., & Sekścińska, K. (2016), Study 1",Web of Science,Journal,1,1,1,1,1,,1,1,,Task perseverence,Handling,,2016,Frontiers in Psychology,1,0,0,3,3,1,3,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,0,0.784248502774128,0.0706327561617858,0.774236819759991,0.0688408776396914,,,,1,31,30,61,131.24,51.83,127.62,63.33,1,0.784248502774128,0.0706327561617858,0.774236819759991,0.0688408776396914,,,,,0,31,0,30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
506,506b ,"Trzcińska, A., & Sekścińska, K. (2016). The Effects of Activating the Money Concept on Perseverance and the Preference for Delayed Gratification in Children. Frontiers in psychology, 7, 609.",2,"Trzcińska, A., & Sekścińska, K. (2016), Study 2",Web of Science,Journal,1,1,1,1,1,,1,1,,Delay gratification,Handling,,2016,Frontiers in Psychology,1,0,0,3,3,1,3,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,0,0.997966022330756,0.169482993495747,0.980858033376514,0.0977819150187682,,,,1,23,23,46,,,,,,,,,,1.81010860789625,0.85,0.538,6.11111111111111,20,3,12,11,0.557575757575758,,,0.997966022330756,0.169482993495747,0.980858033376514,0.0977819150187682,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
508,508a,"Gasiorowska, A., Zaleskiewicz, T., & Kesebir, P. (unpublished). Money as an Existential Anxiety Buffer:
Exposure to Money Prevents Mortality Reminders from Leading to Increased Death Thoughts. 
",1,"Gasiorowska, A., Zaleskiewicz, T., & Kesebir, P. (unpublished), Study 1",Conference abstracts,Unpublished,1,1,1,1,1,,1,1,,Death related thoughts,Pictures,,2015,Unpublished,0,0,0,1,1,1,1,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,0.609331100147205,0.0606736598686631,0.602484683291618,0.059317866686394,,,,1,34,35,69,1.353,2.171,1.041,1.581,1,0.609331100147205,0.0606736598686631,0.602484683291618,0.059317866686394,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
508,508b,"Gasiorowska, A., Zaleskiewicz, T., & Kesebir, P. (unpublished). Money as an Existential Anxiety Buffer:
Exposure to Money Prevents Mortality Reminders from Leading to Increased Death Thoughts. 
",2,"Gasiorowska, A., Zaleskiewicz, T., & Kesebir, P. (unpublished), Study 2",Conference abstracts,Unpublished,1,1,1,1,1,,1,1,,Death related thoughts,Pictures,,2017,Unpublished,0,0,0,1,3,1 vs. 3,5,1,1,1,1,2,2,1,2,0,0,1,,Mortality Salience,Mortality Salience = No,0,,,,0,0.327929274819313,0.106678126437941,0.321049639683243,0.102249072237451,,,,0,19,19,38,0.84,1.16,0.935,1.015,1,0.327929274819313,0.106678126437941,0.321049639683243,0.102249072237451,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
508,508b,"Gasiorowska, A., Zaleskiewicz, T., & Kesebir, P. (unpublished). Money as an Existential Anxiety Buffer:
Exposure to Money Prevents Mortality Reminders from Leading to Increased Death Thoughts. 
",2,"Gasiorowska, A., Zaleskiewicz, T., & Kesebir, P. (unpublished), Study 2",Conference abstracts,Unpublished,1,1,1,1,1,,1,1,,Death related thoughts,Pictures,,2017,Unpublished,0,0,0,1,3,1 vs. 3,5,1,1,1,1,2,2,1,2,0,0,1,,Mortality Salience,Mortality Salience = Yes,1,,,,0,1.64078849489267,0.140686669539107,1.60636635863618,0.134845651277153,,,,0,19,19,38,0.58,2.42,0.769,1.387,1,1.64078849489267,0.140686669539107,1.60636635863618,0.134845651277153,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
508,508c,"Gasiorowska, A., Zaleskiewicz, T., & Kesebir, P. (unpublished). Money as an Existential Anxiety Buffer:
Exposure to Money Prevents Mortality Reminders from Leading to Increased Death Thoughts. 
",3,"Gasiorowska, A., Zaleskiewicz, T., & Kesebir, P. (unpublished), Study 3",Conference abstracts,Unpublished,1,1,1,1,1,,1,1,,Death related thoughts,Descrambling,,2017,Unpublished,0,0,0,2,2,1,2,1,2,1 vs. 2,2,2,2,1,2,0,0,1,,Mortality Salience,Mortality Salience = No,0,,,,0,0.0759670628102426,0.0244223564005912,0.0756148198605816,0.0241963990362262,,,,0,80,84,164,1.68,1.75,0.907,0.935,1,0.0759670628102426,0.0244223564005912,0.0756148198605816,0.0241963990362262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
508,508c,"Gasiorowska, A., Zaleskiewicz, T., & Kesebir, P. (unpublished). Money as an Existential Anxiety Buffer:
Exposure to Money Prevents Mortality Reminders from Leading to Increased Death Thoughts. 
",3,"Gasiorowska, A., Zaleskiewicz, T., & Kesebir, P. (unpublished), Study 3",Conference abstracts,Unpublished,1,1,1,1,1,,1,1,,Death related thoughts,Descrambling,,2017,Unpublished,0,0,0,2,2,1,2,1,2,1 vs. 2,2,2,2,1,2,0,0,1,,Mortality Salience,Mortality Salience = Yes,1,,,,0,0.587575262065432,0.026753100148921,0.584727562895487,0.0264944093216924,,,,0,85,72,157,1.61,2.32,1.029,1.391,1,0.587575262065432,0.026753100148921,0.584727562895487,0.0264944093216924,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
508,508d,"Gasiorowska, A., Zaleskiewicz, T., & Kesebir, P. (unpublished). Money as an Existential Anxiety Buffer:
Exposure to Money Prevents Mortality Reminders from Leading to Increased Death Thoughts. 
",4,"Gasiorowska, A., Zaleskiewicz, T., & Kesebir, P. (unpublished), Study 4",Conference abstracts,Unpublished,1,1,1,1,1,,1,1,,Death related thoughts,Descrambling,,2017,Unpublished,0,0,0,2,2,1,2,1,2,1 vs. 2,2,2,2,1,2,0,0,1,,Mortality Salience,Mortality Salience = No,0,,,,0,0.0934788390311693,0.0266134417884344,0.0930075171537012,0.0263457475120171,,,,0,71,80,151,1.51,1.59,0.843,0.867,1,0.0934788390311693,0.0266134417884344,0.0930075171537012,0.0263457475120171,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
508,508d,"Gasiorowska, A., Zaleskiewicz, T., & Kesebir, P. (unpublished). Money as an Existential Anxiety Buffer:
Exposure to Money Prevents Mortality Reminders from Leading to Increased Death Thoughts. 
",4,"Gasiorowska, A., Zaleskiewicz, T., & Kesebir, P. (unpublished), Study 4",Conference abstracts,Unpublished,1,1,1,1,1,,1,1,,Death related thoughts,Descrambling,,2017,Unpublished,0,0,0,2,2,1,2,1,2,1 vs. 2,2,2,2,1,2,0,0,1,,Mortality Salience,Mortality Salience = Yes,1,,,,0,0.490123955997717,0.027124228611141,0.487669245032787,0.0268532138715752,,,,0,78,74,152,1.77,2.44,1.216,1.51,1,0.490123955997717,0.027124228611141,0.487669245032787,0.0268532138715752,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
508,508e,"Gasiorowska, A., Zaleskiewicz, T., & Kesebir, P. (unpublished). Money as an Existential Anxiety Buffer:
Exposure to Money Prevents Mortality Reminders from Leading to Increased Death Thoughts. 
",5,"Gasiorowska, A., Zaleskiewicz, T., & Kesebir, P. (unpublished), Study 5",Conference abstracts,Unpublished,1,1,1,1,1,,1,1,,Death related thoughts,Pictures,,2017,Unpublished,0,0,0,1,1,1,1,1,2,1 vs. 2,2,2,2,1,2,0,0,1,,Mortality Salience,Mortality Salience = No,0,,,,0,0.0832485099281873,0.0313458872979247,0.082751997940544,0.0309730951250002,,,,1,61,67,128,1.69,1.6,1.259,0.889,1,0.0832485099281873,0.0313458872979247,0.082751997940544,0.0309730951250002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
508,508e,"Gasiorowska, A., Zaleskiewicz, T., & Kesebir, P. (unpublished). Money as an Existential Anxiety Buffer:
Exposure to Money Prevents Mortality Reminders from Leading to Increased Death Thoughts. 
",5,"Gasiorowska, A., Zaleskiewicz, T., & Kesebir, P. (unpublished), Study 5",Conference abstracts,Unpublished,1,1,1,1,1,,1,1,,Death related thoughts,Pictures,,2017,Unpublished,0,0,0,1,1,1,1,1,2,1 vs. 2,2,2,2,1,2,0,0,1,,Mortality Salience,Mortality Salience = Yes,1,,,,0,0.461136272088649,0.0306708266997285,0.458511207921162,0.0303226271361818,,,,1,65,69,134,1.63,2.13,0.911,1.305,1,0.461136272088649,0.0306708266997285,0.458511207921162,0.0303226271361818,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
508,508f,"Gasiorowska, A., Zaleskiewicz, T., & Kesebir, P. (unpublished). Money as an Existential Anxiety Buffer:
Exposure to Money Prevents Mortality Reminders from Leading to Increased Death Thoughts. 
",6,"Gasiorowska, A., Zaleskiewicz, T., & Kesebir, P. (unpublished), Study 6",Conference abstracts,Unpublished,1,1,1,1,1,,1,1,US sample,Death related thoughts,Pictures,,2017,Unpublished,0,0,0,1,1,1,1,1,2,1 vs. 2,2,2,2,1,2,0,0,1,,Mortality Salience,Mortality Salience = No,0,,,,0,0.0518128441035333,0.0275967761666135,0.0515406225057914,0.0273075543075181,,,,1,72,73,145,1.43,1.48,0.98,0.95,1,0.0518128441035333,0.0275967761666135,0.0515406225057914,0.0273075543075181,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
508,508f,"Gasiorowska, A., Zaleskiewicz, T., & Kesebir, P. (unpublished). Money as an Existential Anxiety Buffer:
Exposure to Money Prevents Mortality Reminders from Leading to Increased Death Thoughts. 
",6,"Gasiorowska, A., Zaleskiewicz, T., & Kesebir, P. (unpublished), Study 6",Conference abstracts,Unpublished,1,1,1,1,1,,1,1,Polish sample,Death related thoughts,Pictures,,2017,Unpublished,0,0,0,1,1,1,1,1,2,1 vs. 2,2,2,2,1,2,0,0,1,,Mortality Salience,Mortality Salience = No,0,,,,0,-0.109564246560886,0.0212106010391355,-0.109124229506425,0.0210405768666794,,,,1,92,97,189,1.13,1.03,0.86,0.96,-1,-0.109564246560886,0.0212106010391355,-0.109124229506425,0.0210405768666794,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
508,508f,"Gasiorowska, A., Zaleskiewicz, T., & Kesebir, P. (unpublished). Money as an Existential Anxiety Buffer:
Exposure to Money Prevents Mortality Reminders from Leading to Increased Death Thoughts. 
",6,"Gasiorowska, A., Zaleskiewicz, T., & Kesebir, P. (unpublished), Study 6",Conference abstracts,Unpublished,1,1,1,1,1,,1,1,US sample,Death related thoughts,Pictures,,2017,Unpublished,0,0,0,1,1,1,1,1,2,1 vs. 2,2,2,2,1,2,0,0,1,,Mortality Salience,Mortality Salience = Yes,1,,,,0,0.563453915560652,0.0281858652699795,0.560574253300546,0.0278985006356292,,,,1,82,67,149,1.37,1.97,0.93,1.21,1,0.563453915560652,0.0281858652699795,0.560574253300546,0.0278985006356292,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
508,508f,"Gasiorowska, A., Zaleskiewicz, T., & Kesebir, P. (unpublished). Money as an Existential Anxiety Buffer:
Exposure to Money Prevents Mortality Reminders from Leading to Increased Death Thoughts. 
",6,"Gasiorowska, A., Zaleskiewicz, T., & Kesebir, P. (unpublished), Study 6",Conference abstracts,Unpublished,1,1,1,1,1,,1,1,Polish sample,Death related thoughts,Pictures,,2017,Unpublished,0,0,0,1,1,1,1,1,2,1 vs. 2,2,2,2,1,2,0,0,1,,Mortality Salience,Mortality Salience = Yes,1,,,,0,0.472823288549818,0.0232024913195329,0.470805550476348,0.023004884060329,,,,1,83,95,178,1.05,1.56,0.92,1.2,1,0.472823288549818,0.0232024913195329,0.470805550476348,0.023004884060329,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
509,509a,"Weng, J., Huang, C., Lin, Y. (unpublished) The effect of money priming on perceived competence.",1,"Weng, J., Huang, C., Lin, Y. (unpublished), Study 1",Conference abstracts,Unpublished,1,1,1,1,1,,1,1,,Social perception (competence),Handling,,2014,Unpublished,0,0,0,3,3,1,3,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,0.252587671257125,0.0672724942340778,0.249307311890149,0.0655365030689886,,Competence,,0,31,29,60,3.05,3.17,0.44,0.51,1,0.252587671257125,0.0672724942340778,0.249307311890149,0.0655365030689886,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
509,509b,"Weng, J., Huang, C., Lin, Y. (unpublished) The effect of money priming on perceived competence.",2,"Weng, J., Huang, C., Lin, Y. (unpublished), Study 2",Conference abstracts,Unpublished,1,1,1,1,1,,1,1,,Social perception (competence),Pictures,,2014,Unpublished,0,0,0,1,1,1,1,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,0.285180295304349,0.0469844639583132,0.282626441913564,0.0461467191387046,,,,0,43,43,86,3.08,3.22,0.46,0.52,1,0.285180295304349,0.0469844639583132,0.282626441913564,0.0461467191387046,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
509,509c,"Weng, J., Huang, C., Lin, Y. (unpublished) The effect of money priming on perceived competence.",3,"Weng, J., Huang, C., Lin, Y. (unpublished), Study 3",Conference abstracts,Unpublished,1,1,1,1,1,,1,1,,Social perception (competence),Pictures,,2014,Unpublished,0,0,0,1,1,1,1,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,0.541666666666666,0.0703025561724788,0.534508076358296,0.0684566177979447,,,,1,30,29,59,3.08,3.34,0.48,0.48,1,0.541666666666666,0.0703025561724788,0.534508076358296,0.0684566177979447,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
510,510,"Trzcinska, A., Kubicka, K. (unpublished) Money primes and children's self-evaluations.",,"Trzcinska, A., Kubicka, K. (unpublished), Study ",Listserv,Unpublished,1,1,1,1,1,,1,1,,Self-worth,Pictures,,2017,Unpublished,0,0,0,1,1,1,1,1,1,1,1,2,2,1,2,0,1,0,,,,,,,,1,0.344,0.12,0.34,0.119,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
511,511a,"Chen, Z., Kemp, S. & Gaffikin, V. (unpublished). Money and valuation of government goods and services",1,"Chen, Z., Kemp, S. & Gaffikin, V. (unpublished), Study 1",Listserv,Unpublished,1,1,1,1,1,,1,1,,Importance government goods,Thinking,,2014,Unpublished,0,0,0,4,4,1,4,1,1,1,1,2,2,1,2,0,0,0,,,,,,,,0,-0.0788073098707787,0.0121847346633384,-0.0786269727772529,0.0121290330920829,,,,0,176,154,330,6.8,6.7,1.4,1.1,-1,-0.0788073098707787,0.0121847346633384,-0.0786269727772529,0.0121290330920829,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
511,511b,"Chen, Z., Kemp, S. & Gaffikin, V. (unpublished) Money, SES, and valuation of government goods and services",2,"Chen, Z., Kemp, S. & Gaffikin, V. (unpublished), Study 2",Listserv,Unpublished,1,1,1,1,1,,1,1,,Importance government goods,Thinking,,2014,Unpublished,0,0,0,4,4,1,4,1,2,1 vs. 2,2,2,2,1,2,0,0,0,,,,,,,,0,0.689190426577941,0.0268236249853441,0.685871692581579,0.0265659135090814,,,,1,78,80,158,6.62,7.42,1.22,1.1,1,0.689190426577941,0.0268236249853441,0.685871692581579,0.0265659135090814,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
511,511c,"Chen, Z., Kemp, S. & Gaffikin, V. (unpublished) Influence of money priming on vaccination intentions",3,"Chen, Z., Kemp, S. & Gaffikin, V. (unpublished), Study 3",Listserv,Unpublished,1,1,1,1,1,,1,1,,Vaccination intention,Thinking,,2014,Unpublished,0,0,0,4,4,1,4,1,1,1,1,2,2,1,2,0,0,1,,Communication & Social benefits,Other information & social benefits,0,,,,0,0.182473984197576,0.0349510638991198,0.181260188293822,0.0344876295043237,,,,0,56,59,115,5.59,5.07,2.74,2.81,1,0.182473984197576,0.0349510638991198,0.181260188293822,0.0344876295043237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
511,511c,"Chen, Z., Kemp, S. & Gaffikin, V. (unpublished) Influence of money priming on vaccination intentions",3,"Chen, Z., Kemp, S. & Gaffikin, V. (unpublished), Study 3",Listserv,Unpublished,1,1,1,1,1,,1,1,,Vaccination intention,Thinking,,2014,Unpublished,0,0,0,4,4,1,4,1,1,1,1,2,2,1,2,0,0,1,,Communication & Social benefits,Herd information & social benefits,1,,,,0,-0.0245684752102107,0.0361826407369897,-0.0243990374501403,0.0356852907644336,,,,0,52,59,111,4.79,4.86,2.73,2.95,-1,-0.0245684752102107,0.0361826407369897,-0.0243990374501403,0.0356852907644336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
511,511c,"Chen, Z., Kemp, S. & Gaffikin, V. (unpublished) Influence of money priming on vaccination intentions",3,"Chen, Z., Kemp, S. & Gaffikin, V. (unpublished), Study 3",Listserv,Unpublished,1,1,1,1,1,,1,1,,Vaccination intention,Thinking,,2014,Unpublished,0,0,0,4,4,1,4,1,1,1,1,2,2,1,2,0,0,1,,Communication & Social benefits,Herd information & individual benefits,0,,,,0,-0.132657997203791,0.0428208798773904,-0.131573599406485,0.0421236723135127,,,,0,44,50,94,4.45,4.82,2.73,2.57,-1,-0.132657997203791,0.0428208798773904,-0.131573599406485,0.0421236723135127,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
511,511c,"Chen, Z., Kemp, S. & Gaffikin, V. (unpublished) Influence of money priming on vaccination intentions",3,"Chen, Z., Kemp, S. & Gaffikin, V. (unpublished), Study 3",Listserv,Unpublished,1,1,1,1,1,,1,1,,Vaccination intention,Thinking,,2014,Unpublished,0,0,0,4,4,1,4,1,1,1,1,2,2,1,2,0,0,1,,Communication & Social benefits,Other information & individual benefits,0,,,,0,0.277066934163223,0.0318158763277453,0.275401201092101,0.0314344706673732,,,,0,62,65,127,4.94,4.32,2.87,2.84,1,0.277066934163223,0.0318158763277453,0.275401201092101,0.0314344706673732,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
512,512,"Mans, B. & Bault, N. (unpublished) The psychological effects of money on trust",1,"Mans, B. & Bault, N. (unpublished), Study 1",Conference abstracts,Unpublished,1,1,1,1,1,,1,1,,Trust,Descrambling,,2013,Unpublished,0,1,0,2,2,1,2,2,2,1,2,1,1,1,1,0,0,0,,,,,,,,0,0.877030806349793,0.14157284465516,0.85415174183632,0.134282779837756,,,,0,15,16,31,9.066,1.55,12.25,1.389,1,0.877030806349793,0.14157284465516,0.85415174183632,0.134282779837756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
513,513,"Goltermann, J. & Dorrough, A. (unpublished) The Effect of Money Priming on Trust and on Other Components Determining Trust Game Behavior",1,"Goltermann, J. & Dorrough, A. (unpublished), Study 1",Conference abstracts,Unpublished,1,1,1,1,1,,1,1,,Trust,Descrambling,,2014,Unpublished,0,0,0,2,2,1,2,1,1,1,1,1,1,1,1,0,0,0,,,,,,,,0,-0.0503106201860201,0.0411030608245216,-0.0499165422211166,0.040461670493772,,,,,45,53,98,5.24,5.08,3.25,3.12,-1,-0.0503106201860201,0.0411030608245216,-0.0499165422211166,0.040461670493772,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
514,514a,"Poulin, M. (unpublished) Does money priming increase perceptions of the self as an economic evaluator?",1,"Poulin, M. (unpublished), Study 1",Listserv,Unpublished,1,1,1,1,1,,1,1,,Self-perception as economic evaluator,Descrambling,,2016,Unpublished,0,1,0,2,2,1,2,2,2,1,2,2,2,1,2,0,0,0,,,,,,,,0,0.254216639512989,0.0213355821798175,0.253195689153499,0.0211645561585699,,,,,94,95,189,4.62,4.32,1.17,1.19,1,0.254216639512989,0.0213355821798175,0.253195689153499,0.0211645561585699,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
514,514b,"Poulin, M. (unpublished) Does money priming increase perceptions of the self as an economic evaluator?",2,"Poulin, M. (unpublished), Study 2",Listserv,Unpublished,1,1,1,1,1,,1,1,,Self-perception as economic evaluator,Descrambling,,2017,Unpublished,0,1,0,2,2,1,2,2,2,1,2,2,2,1,2,0,0,0,,,,,,,,0,0.0778811853382959,0.0316789147340137,0.0774129617791478,0.0312991509560327,,,,,59,68,127,4.56,4.46,1.3,1.27,1,0.0778811853382959,0.0316789147340137,0.0774129617791478,0.0312991509560327,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FALSE
